"","business_id","name","city","state","stars","review_count","categories","business_group"
"11800","b_12151","Lopez, Harrington and Chandler","West Justin","GA",2.9,255,"foot","B"
"574","b_596","Thomas Group","Tateville","DE",3.7,325,"statement, when","B"
"1955","b_2019","Gonzalez, Dawson and Russell","East Jackberg","MA",3.7,182,"say","A"
"9285","b_9564","Bailey-Daniels","Jenniferfurt","AR",2.5,232,"interest, morning, step","A"
"15740","b_16216","Herrera Ltd","North Kennethchester","IN",1.5,393,"significant, everyone","A"
"9839","b_10133","Kim-Hampton","Kingfort","RI",2.8,445,"pay, how","B"
"17107","b_17623","Wagner, Becker and Townsend","Cassandrachester","IA",5,147,"right, cost, voice","A"
"8155","b_8398","Adkins-Johnson","North Leslie","DE",4.4,303,"early, pull, write","B"
"3319","b_3421","Allen, Lopez and Dyer","","NV",3.5,77,"across","B"
"6949","b_7155","Hansen Inc","Riddletown","NE",4.3,388,"represent","B"
"11677","b_12023","Jensen Group","South Barbaraborough","CT",4.9,321,"most, group","A"
"6360","b_6541","Schroeder Inc","Meganchester","MO",4.2,90,"type, college, teacher","B"
"5429","b_5596","Bean Group","East Dean","ID",2.4,325,"cost, hand","A"
"79","b_82","Gonzalez Ltd","West Patricia","AZ",2.3,319,"answer, right",""
"568","b_590","Gomez, Barnett and Hernandez","Port Michellestad","OR",1.6,154,"center, tell","B"
"6865","b_7066","Green, Davenport and West","Rebeccaborough","LA",1.1,475,"base, voice, stock","A"
"11971","b_12327","Garcia-Morris","Lindaview","AR",1.5,27,"eight, side","B"
"15699","b_16174","Clayton, Blair and Mckay","New Larryberg","NH",5,226,"behind","A"
"18769","b_19341","Hogan, Bryant and Jackson","Lake Allisonbury","WI",3.6,334,"term, sure, spring","A"
"3795","b_3914","Nelson, Jones and Mcguire","Victorport","NM",4.9,266,"skill, sound, available","A"
"5448","b_5615","Butler and Sons","North Kelly","SC",4.4,149,"together","B"
"9756","b_10049","Andrews, Wells and David","New Natalie","NV",4.9,61,"bring",""
"5862","b_6037","Garcia, Smith and Perez","Robinmouth","CA",4.5,420,"candidate","A"
"15982","b_16462","","Port Sherry","TN",1.7,466,"sell, attention, remember","A"
"4068","b_4190","Ramirez, Berger and Gross","Lake Antoniofurt","SC",4,51,"teacher","A"
"12472","b_12838","Rose, Contreras and Wilkerson","Gentrymouth","AZ",1.8,380,"with, want, similar",""
"8431","b_8681","Soto, Palmer and Smith","Port Jean","MN",4.2,289,"hard, way","B"
"1804","b_1866","Walker-Turner","Lake Stephaniefurt","AL",1.2,110,"know, turn","A"
"11930","b_12282","Johnson, Duran and Bowman","South Anthony","VA",1.9,318,"piece, deal","A"
"7783","b_8016","Brown-Bush","East Jacobville","LA",2.9,347,"do, station, cultural","A"
"19392","b_19989","Aguilar, Allison and Carlson","Port Christieberg","OK",4.8,464,"cold, most, fast","A"
"13155","b_13551","Bates and Sons","Carriefurt","NY",3.2,351,"doctor, top, have","B"
"6428","b_6610","Hayes, Ford and Strong","Port Ashley","WY",4.5,131,"growth","B"
"6617","b_6808","Berg and Sons","South Joseph","OR",2.3,39,"truth, American, goal","A"
"6421","b_6603","Hughes-Moody","Smithburgh","OH",4.2,403,"more, sign","A"
"15004","b_15460","Lin-Hess","Garrisonhaven","ID",1.7,220,"certainly, agent, particular","A"
"13167","b_13563","Buchanan-Reyes","Charlesside","DE",3.2,246,"election, use, want","B"
"13338","b_13741","Blake-Chan","Tylerhaven","MO",1.3,108,"show, look","B"
"14814","b_15264","Le-Lin","North Shirleymouth","UT",3.5,345,"down, red","B"
"11685","b_12032","Francis-Alexander","Glenntown","MN",4,228,"where, need, result","B"
"2187","b_2256","Bell, Sloan and Arroyo","Johnshire","WY",3.1,40,"improve, deep, body","A"
"9310","b_9590","Harmon-Lynch","East Joshua","AL",3,231,"whom, successful, baby","A"
"7042","b_7251","Robbins, Rodriguez and White","Nealbury","CT",4.7,304,"story, some, culture","A"
"11126","b_11458","Fernandez-Martinez","East Sethbury","DC",4.6,337,"thus","B"
"2954","b_3049","Brown-Davis","Vaughntown","SD",2.1,68,"of, same","B"
"2813","b_2901","Sanders, Allen and Molina","South Austin","WA",4.1,273,"various, prepare, receive","A"
"1416","b_1462","Matthews, Wright and Monroe","Danielton","NJ",1.4,12,"bit, couple","B"
"17551","b_18083","Fuller-Martin","West Robert","NY",4.6,58,"themselves, now","B"
"10113","b_10418","Johnson-Decker","","RI",2.7,272,"house, letter, music","A"
"13437","b_13844","Mitchell-Smith","","NV",2.7,451,"something","B"
"4388","b_4519","Clark-Bowman","South Kelsey","DC",1.1,289,"example","B"
"8540","b_8795","Ward, Ferguson and Stewart","Christopherberg","MN",2.6,369,"the, state, film","B"
"2038","b_2104","Vaughn, Andersen and Johnson","Charlesmouth","ID",4.2,139,"","B"
"13683","b_14104","Jackson, Zimmerman and Bailey","Williamsburgh","WV",4.1,258,"drug","B"
"3449","b_3558","Cruz, Cox and Alvarado","Peterhaven","WA",1.3,143,"majority, available, either","A"
"3284","b_3386","Gay Inc","North Bailey","MT",2,396,"despite, society","B"
"16592","b_17089","Barry and Sons","Jeannehaven","AZ",4.8,138,"serve, positive","B"
"10204","b_10509","Landry PLC","Port Paulatown","GA",2.1,149,"world, sort","A"
"7359","b_7577","Ballard, Harris and Young","Adamsfurt","TN",3.9,31,"environmental","B"
"10915","b_11239","Johnson, Jordan and Pierce","","",2.1,13,"network, chair, look","A"
"14599","b_15042","Boyd-Henderson","Lake Kyle","VA",1.6,218,"six, without, blue","B"
"6227","b_6406","Fuller Inc","Mikefurt","AL",2.3,192,"suffer, understand","B"
"10061","b_10365","Marshall, Graves and Gallagher","New Daisy","RI",2.5,412,"this, election","B"
"6671","b_6863","Kramer and Sons","Kimport","AL",1.3,312,"help, result, as","B"
"11896","b_12248","Conner-Walker","West Patricia","DC",1.8,107,"prove","A"
"3680","b_3797","Carpenter-Harding","Meadowston","ND",1.4,102,"no","A"
"9604","b_9893","Roberts, Matthews and Webster","Lauramouth","HI",3.9,68,"get, hope, wife","A"
"3516","b_3627","Barron-Wright","East Angelaland","AL",4.5,306,"left, best, truth","A"
"10228","b_10533","Daniels-Smith","West Nicholasborough","MS",1.2,183,"authority, perform","B"
"5579","b_5749","Murphy PLC","Prattville","OK",3.7,85,"total, when","A"
"18377","b_18933","Manning LLC","Lake Bradley","ND",3.8,199,"gun, area, effect","B"
"7102","b_7313","Adams Ltd","Christopherfort","SC",2.5,38,"record","B"
"6676","b_6868","Peterson-White","Fordstad","PA",3.3,41,"sing","B"
"9390","b_9674","Harris, Vance and Smith","Youngside","CA",2.6,101,"nor, step","A"
"6911","b_7113","Nelson-Abbott","North Luishaven","AL",1.8,495,"during, senior","B"
"13444","b_13851","Leblanc and Sons","Claytonside","NM",3.3,464,"power, mother, someone","B"
"18020","b_18568","","Williamsfort","KY",3.6,82,"mention, tough, wrong","A"
"7583","b_7809","Rose, Yates and Hull","Aaronport","MD",1.1,497,"fly, meet","B"
"15217","b_15676","Simmons Group","Brownhaven","MO",2.2,355,"medical, laugh, require","A"
"2606","b_2686","Garcia-Hall","West Benjaminport","MS",1.5,427,"rule, live, effort","A"
"6327","b_6508","Smith-Griffin","West Pamela","NJ",4.4,306,"figure, value","A"
"9387","b_9671","Boyd PLC","North Brentport","KY",3.8,470,"hundred","B"
"3080","b_3178","Mccarty, Christian and Carey","Lake Michelleview","LA",4.3,490,"cold",""
"3862","b_3981","Brown Inc","South Karamouth","SC",4.2,70,"physical, save","A"
"6392","b_6574","Lowery LLC","Nicholasview","MT",1.3,327,"drug, soldier","A"
"5080","b_5234","Morales-Berger","North Cynthiaside","PA",3,205,"picture, yard, contain","A"
"6732","b_6927","Castillo PLC","Royport","TN",3.6,351,"coach, too, exactly","A"
"15712","b_16187","Juarez, Jones and Copeland","West Marcusport","SC",4.6,375,"young, leg, eye","A"
"11570","b_11914","Rivera-Vasquez","Port Stevenhaven","MO",4.7,247,"our, under","A"
"9234","b_9512","Cherry-Barrera","Smithland","MO",1.3,96,"leave, former, year","A"
"10853","b_11175","Zimmerman, Reyes and Baldwin","Port Carrie","MT",3.2,53,"child","B"
"2910","b_3000","Ashley, Kelley and Harris","","RI",3.7,360,"phone, couple","A"
"7819","b_8053","Smith Ltd","Bakerburgh","CT",3.8,350,"I, she, hair","B"
"4743","b_4888","Perez PLC","Longfurt","",1.1,12,"one, exist","A"
"8099","b_8340","Campbell, Simmons and Wood","Darinfort","IN",4.3,338,"successful, partner","B"
"9549","b_9837","Spencer, Williams and Glover","South Shawn","RI",2,436,"prevent, reach","A"
"15238","b_15699","Garrett, Gamble and Price","West Michaelland","CT",3,233,"author, audience",""
"10592","b_10909","Decker Inc","North Ashley","FL",1.9,115,"bit, thank, manager","A"
"8271","b_8517","Moran, Carey and Sanchez","Spencerside","MA",4.7,58,"why, last","A"
"18705","b_19273","Vazquez-Barker","South Amy","",1.9,383,"job","A"
"13969","b_14400","Kennedy, Kelley and Morgan","Allenberg","IL",1.2,107,"identify, bill","A"
"1044","b_1081","Simmons-Dominguez","Lake Tara","KS",1.4,362,"","B"
"11527","b_11868","Munoz-Patrick","Lake Cody","DC",3.5,425,"serious, long, medical","B"
"13662","b_14082","Snyder, Guerra and Young","Lake Lorichester","HI",4.9,456,"wife, real, worker","A"
"15609","b_16082","Dunn-Holden","Jessicaland","NC",2,242,"increase","A"
"11092","b_11423","Beck, Warren and Jackson","West Gary","WI",3.1,278,"right, that","A"
"18275","b_18829","Davis-Maynard","New Stephanieland","UT",3.6,320,"","A"
"7728","b_7959","Reed and Sons","Williamsonshire","AL",1.2,470,"actually, save","B"
"15418","b_15885","Carroll-Spencer","Port Abigailfurt","WI",1.8,477,"grow, determine, despite","B"
"17557","b_18089","Ward-Young","Stephanieborough","NM",1.4,138,"college","B"
"7829","b_8064","Stanley, Young and Reed","North Courtney","NC",4.9,259,"treat, old","B"
"11781","b_12132","Greene-Kelly","Sandrahaven","NM",2.1,342,"physical","A"
"6235","b_6414","Bond, Lynch and Murphy","Changland","AR",1.8,12,"officer, natural","B"
"3528","b_3639","Whitaker-Andrews","East Briannafurt","LA",1.8,411,"memory","A"
"16632","b_17130","Garcia, Cunningham and Briggs","North Darren","MA",4.1,484,"often","A"
"14090","b_14525","Hines PLC","West Melissa","DE",2.4,124,"space, he",""
"7266","b_7480","White, Montgomery and Evans","Danielleside","ID",2.4,468,"organization","B"
"1683","b_1740","Hall, Chavez and Martinez","New Bryanmouth","NV",4.3,208,"worry, tree, yet",""
"17031","b_17543","Harper, Davidson and Johnson","East Alexandra","CO",5,319,"sister, first","B"
"1128","b_1168","Schultz-Patton","West Robinbury","NJ",1,74,"themselves, stage, rock","B"
"2677","b_2759","Schaefer-Smith","","DE",1.2,475,"inside, scene",""
"4960","b_5112","Dixon PLC","New Craigbury","DC",3.4,76,"without, course, poor","A"
"5453","b_5620","Cox, Huff and Rich","Katiefort","FL",1.4,172,"win, man, employee","A"
"2938","b_3031","Huffman, Hill and Campbell","East Johnny","NC",2.7,277,"shoulder, not, big",""
"11480","b_11820","Olson-Graham","Hoffmanbury","SD",4.7,240,"name, exactly, avoid","B"
"14573","b_15016","Shea, Washington and King","East Gregorybury","OK",3,168,"heavy, personal","B"
"3489","b_3599","Cummings, Dickerson and Alexander","Michaelbury","IA",3.6,245,"particular","A"
"11038","b_11368","Joseph Group","Anthonychester","NE",2.4,57,"loss","B"
"4193","b_4321","Nolan Inc","Frankhaven","NY",4.7,207,"serious","B"
"5523","b_5692","Johns Group","South Alyssaborough","PA",3.7,240,"democratic, Democrat, power","B"
"2407","b_2480","Sanders-Holland","Penaview","NH",2.1,158,"","A"
"12605","b_12979","Martin, Holt and Wilson","Garciaside","DC",3.9,205,"window","A"
"18753","b_19325","Hensley-Camacho","Port Kaitlyn","AK",4.8,241,"interest, scientist","A"
"12121","b_12484","Ryan-White","Durantown","SD",4,366,"in","A"
"14556","b_14999","Rodgers-Jenkins","New Sean","FL",2,111,"behind","A"
"132","b_136","","Lake Drew","AK",3.1,276,"act, be","A"
"8665","b_8926","Zuniga-Case","Lesterberg","DE",3.4,186,"arm, condition, act","A"
"648","b_672","Navarro LLC","Herreraport","OH",1.3,62,"kind","B"
"910","b_942","","Jennifermouth","ME",3.6,336,"because","A"
"17832","b_18372","Lewis-Morris","New Robertton","MT",3.5,233,"live, culture","B"
"5565","b_5734","Mathis, Maldonado and Reed","West Matthew","UT",3.7,406,"help, security","B"
"16014","b_16495","","North Monica","WA",2.7,484,"your, drive","A"
"3","b_2","Simmons PLC","New Tamara","PA",3.9,397,"establish","A"
"15211","b_15670","Roberts-Atkins","Port Cynthialand","SC",3.5,427,"morning, game, billion","A"
"4151","b_4277","Noble Ltd","Port Jerryland","DE",2.4,10,"center, natural","B"
"17647","b_18182","Riley LLC","West Pamelamouth","WY",1.2,490,"option, government, crime","A"
"2884","b_2973","Ramsey LLC","North Melissa","MS",3.9,61,"base","A"
"14943","b_15396","Palmer Group","Johnbury","ME",2.5,497,"woman","B"
"3091","b_3189","Rivera Inc","Forbesview","SC",4.2,197,"watch, mission, collection","A"
"15633","b_16106","Collins, Bonilla and Stafford","Wagnerton","CT",2.9,333,"guess, watch","A"
"7926","b_8162","King-Castro","Lake Christine","ND",2.7,422,"commercial, avoid","A"
"12998","b_13387","","New Ernestfurt","MN",1.7,476,"yes, skin","B"
"12266","b_12629","Mathews-Coleman","East Lesliebury","ND",4,323,"run","B"
"7770","b_8003","Jones PLC","Shellyhaven","UT",4.7,360,"spend","B"
"7139","b_7350","Lin-Johnson","Lopezton","WY",2.3,172,"share, region",""
"6226","b_6405","Pineda, Wilson and Evans","Jacobville","VT",4.6,431,"table, instead","A"
"10747","b_11067","Willis-Cohen","Blankenshipside","TX",2.3,496,"home, suddenly",""
"4057","b_4179","Barber, Lane and Bailey","Port Gloriaberg","",2.2,307,"far, there, take","A"
"740","b_766","Edwards-Mitchell","Smithhaven","DE",4,102,"","A"
"15122","b_15579","Ochoa and Sons","East Katie","",4,10,"other, agency","A"
"13145","b_13541","Mccormick-Klein","Lake Robert","MD",4.5,101,"able, finish, author","B"
"1016","b_1050","Drake Ltd","Lake Sandra","MN",4.5,358,"nor, decade, yeah","A"
"5925","b_6102","Thompson, Velasquez and Lee","Breannastad","ID",2.3,209,"agency, sure","B"
"18370","b_18926","Cannon, Thompson and Roberts","Johnsonmouth","",4,490,"right, magazine, suffer","A"
"12191","b_12554","Johnson, Bates and Harris","East Ashleyborough","WV",3.5,65,"big, citizen, story","B"
"18327","b_18882","Aguilar-Henry","North Heidibury","MN",3.5,414,"yard","B"
"6089","b_6267","Chaney Ltd","East Jennifer","UT",1.4,456,"chair, image","B"
"6645","b_6837","Hayes-Frazier","West Laura","NC",3.5,76,"want, travel, race","B"
"18298","b_18853","Combs, Young and Shepherd","Claytonstad","OK",2.8,303,"test","B"
"17167","b_17684","Nunez Group","Janemouth","WI",3.4,391,"most","B"
"11363","b_11701","Wolf Group","Barberburgh","CT",3,86,"even, large, window","A"
"14633","b_15077","Ellis, Smith and Daniels","West Shawn","MT",2.4,84,"difficult, strategy, push","B"
"1968","b_2033","Hess PLC","West Victor","KY",4.9,223,"arrive, enjoy, especially","B"
"9364","b_9645","Coleman Inc","New Hannah","TX",3.7,400,"no, team, remain","B"
"9777","b_10070","Gill, Mata and Nash","Wigginsville","UT",4.7,97,"soon","A"
"4929","b_5080","Wallace Ltd","South Matthew","WI",1.3,348,"tough, position, grow","B"
"4501","b_4636","Potter, Cole and Lopez","New Michael","MD",2.3,230,"collection, expert","A"
"13097","b_13490","Moran-Wilson","Vanessabury","GA",4.4,412,"list","A"
"7465","b_7685","Young LLC","North Stephen","TX",4.1,58,"which, skin","A"
"5761","b_5933","Patterson, Moss and Humphrey","East Mark","OK",5,484,"able, hot, time","A"
"242","b_248","Hill, Heath and Steele","South Shelbyville","OR",4.9,69,"trial","B"
"12889","b_13273","Marshall, King and Ortiz","Delgadofort","ND",3.4,221,"situation, than, point","A"
"17223","b_17742","Simmons, Cox and Garrison","Leestad","FL",3.7,445,"professional, eat","A"
"4901","b_5048","Rodriguez-Lewis","Jamesside","VT",2.3,150,"everything, hour, develop","B"
"6111","b_6289","Becker LLC","East Michelleberg","NV",2.8,183,"wind, population","B"
"2571","b_2650","Rogers-Watson","North Adrienne","MA",1.8,210,"feeling","A"
"14711","b_15157","Ramos-Knight","Jessicaside","WA",3.4,222,"friend","B"
"17010","b_17520","Lopez, Bass and Boone","Escobarmouth","NV",3.2,471,"create, film","A"
"4272","b_4401","Washington, Obrien and Smith","Patelmouth","KY",3.1,317,"simple, moment, entire","B"
"9567","b_9855","Smith-Ball","Crawfordmouth","PA",2.9,258,"movement, wrong","B"
"2260","b_2330","Hughes-Lee","Rhondaport","",2,416,"assume, wind, oil","A"
"9142","b_9418","Sullivan PLC","West Zacharyfurt","AK",3.1,65,"break, a","A"
"10148","b_10453","Williams and Sons","Leblanchaven","CO",4.6,266,"","B"
"13372","b_13775","Tyler-Mccoy","South Cory","MN",4.8,348,"daughter, mouth","B"
"18578","b_19144","Vaughn Inc","East Heathershire","MA",1.5,220,"truth, try, yard","B"
"12053","b_12414","Leonard-Davis","West Jerry","DE",1.6,445,"now","B"
"13173","b_13569","King-Wilson","West Racheltown","NJ",4.4,311,"interest, carry","B"
"1431","b_1477","Wade Inc","South Lesliefurt","ID",4,149,"better, it, four","B"
"19386","b_19983","Henderson LLC","South Corey","IL",2.3,215,"concern, least","B"
"8469","b_8720","Young, Miller and Jackson","Webbville","NM",2.3,475,"top, feel, really","B"
"8069","b_8310","Jensen and Sons","Jordanchester","TX",2.9,55,"keep, prepare, billion","B"
"7957","b_8194","Williams, Rodriguez and James","East Jamestown","NY",2.5,10,"some, need, determine","B"
"5754","b_5926","Hall Ltd","Mcdonaldshire","SC",4.1,219,"year, party","A"
"6561","b_6751","Davila Group","Christopherside","MA",3.2,255,"produce, its, even","B"
"15717","b_16192","Hurst and Sons","Obrienside","MI",4.7,231,"old",""
"11043","b_11373","Stone-Butler","Murphymouth","OK",2.7,56,"day, mention","B"
"11504","b_11844","Williams Ltd","Port Holly","RI",4.9,45,"condition, century, training","B"
"3416","b_3525","Rush Group","North Daniel","NJ",1.6,488,"heart, goal, social","A"
"4386","b_4517","Scott-Briggs","Saramouth","PA",4.6,447,"point","B"
"8109","b_8351","Davis, Shaw and Burton","Anthonyville","WV",1.2,240,"site","B"
"4080","b_4202","Goodwin-Ramirez","Donaldfort","MS",1.5,236,"food, kind, recently","A"
"3200","b_3300","Williams and Sons","Port Jodi","OH",2.7,319,"human","B"
"16611","b_17108","Obrien-Montgomery","East Deannaville","WV",3.9,157,"own, upon","B"
"423","b_437","Lopez-Wilcox","South Andreaborough","IL",4.3,31,"beyond, million","A"
"5841","b_6016","Hoffman, Leonard and Woods","Jacksonborough","MA",1.5,470,"boy",""
"5649","b_5820","Miranda-Graham","Port Sara","TX",4.4,241,"will, bill, memory","A"
"1449","b_1497","Roberts, Wilson and Wiggins","Reynoldsview","ME",2.9,118,"yourself, special, before","B"
"6132","b_6310","Franklin, Marshall and Ruiz","North Davidburgh","CA",2.4,167,"along, eat, establish","A"
"16565","b_17060","Manning-Castro","Rodgersbury","WY",1.9,229,"leave, mean","B"
"8001","b_8239","Whitehead Inc","Alexanderside","OH",1.6,421,"seven, strategy, indicate","B"
"17892","b_18436","Shepard-Deleon","Port Michelle","KY",2.5,104,"professor, mind","B"
"5770","b_5942","Fowler-Estrada","Robertsland","WY",1.1,289,"reveal, second, two","B"
"14629","b_15073","Farrell-Rowland","Donnaport","MO",1.1,393,"drive, the, tree","A"
"9448","b_9733","Gutierrez-Faulkner","South Anna","TX",4.1,435,"security, near","B"
"4488","b_4623","Hammond Ltd","Nicolehaven","FL",3.8,205,"forward, hear","B"
"13852","b_14280","Benjamin-Jennings","Russellfurt","NM",4.6,425,"either, voice","B"
"2776","b_2862","Rich, Howard and White","Briannamouth","DE",4.8,454,"name","B"
"2568","b_2646","Mccann-Morgan","","DC",4.8,168,"local, example","A"
"10940","b_11266","Walsh, Whitaker and Thompson","Ericaport","AR",3.7,160,"laugh","A"
"13209","b_13607","Santana, Garcia and Thompson","West Joshua","ID",3.7,423,"agree, first, white","A"
"800","b_828","Oliver-Preston","North Michaelmouth","NV",4,367,"thing, born, glass","B"
"6144","b_6322","Quinn-Green","North Gabriel","AZ",3.2,333,"realize, condition, strategy","A"
"11174","b_11509","Chavez, Hammond and Ramirez","West Sandramouth","WV",2.3,62,"case, other","B"
"17796","b_18334","Stephenson Group","Leetown","WA",2.6,398,"always, president","A"
"1769","b_1829","Howell, Lawson and English","Russellbury","VA",2.2,158,"half","B"
"7513","b_7737","Krause Inc","Mariaside","PA",1.8,211,"manager, choice","B"
"18872","b_19449","Gonzalez-Smith","Lake Christopher","MN",2.1,147,"water, house, television","B"
"12126","b_12489","Carlson-Evans","Lake Jessicashire","TN",4.2,315,"condition, few, action","B"
"9462","b_9747","Garcia-Zuniga","Amandamouth","OK",2.2,256,"candidate, up, that","A"
"9267","b_9546","Fuller, Rodriguez and Reed","Juanberg","WI",1.6,169,"onto","A"
"5126","b_5281","Underwood-Hayes","Andrewshaven","MI",2.9,88,"listen","A"
"10222","b_10527","Parks, Garrett and Murray","West Sandra","WI",1.3,41,"from, market","A"
"6718","b_6913","Valentine Ltd","South Nancy","NJ",1.9,375,"morning, himself, bring","B"
"12892","b_13277","Bradley-Davis","Williamstown","MS",3.8,187,"arm, south","B"
"14375","b_14815","Rocha-Perez","Nathanieltown","MT",2.8,23,"toward, surface, position","A"
"19114","b_19699","Lopez-Potter","Rebeccafort","ID",3.4,109,"box, position, learn","B"
"2114","b_2182","Melendez-Weiss","South Mallorymouth","OK",1.1,332,"herself, bar","A"
"14871","b_15323","Barrett Inc","Port Ronaldfurt","NM",4.6,135,"boy","A"
"14225","b_14663","Richard, Ross and Mcdonald","Claytonton","AZ",3.1,434,"","B"
"3166","b_3265","Trevino-Rodriguez","Francishaven","WA",1.3,411,"city","B"
"17088","b_17604","Boyle, Moore and Rowe","Port Joshua","WI",1.1,33,"ball, south, year","A"
"5954","b_6131","Stout-Lewis","Masseyland","AK",4,129,"foot, until, thing","A"
"10521","b_10837","Tyler and Sons","Lake Margaretmouth","MI",4.6,125,"teacher, include, everybody","B"
"5768","b_5940","Griffin-Estrada","East Christinaland","CA",2.6,359,"quickly","B"
"739","b_765","Burch Ltd","South John","IL",3.3,405,"maybe, drive","A"
"3201","b_3301","Lee-Wright","Port Maryburgh","IN",5,415,"already, case","A"
"17349","b_17878","Zavala-Wong","Lake Christian","MT",3,459,"debate, civil, dinner","A"
"11955","b_12311","Butler, West and Munoz","Port Mandy","KS",3.7,380,"main, human, resource","A"
"8897","b_9164","Fisher, Gonzalez and Christensen","Larrystad","",4.8,462,"themselves, mission","A"
"7095","b_7306","","North Jenniferbury","PA",4.3,360,"themselves, player","B"
"5367","b_5531","Mendoza Inc","East Nicholas","CT",1.5,313,"hand","B"
"19249","b_19839","Gutierrez, Prince and Williams","Morgantown","NC",4.6,422,"guess, player","B"
"18365","b_18921","Davis-Glover","East Jennifer","NV",1.3,68,"world","A"
"18112","b_18663","Sloan, Roberts and Tate","North Duane","MD",3.1,421,"truth, training","A"
"1193","b_1234","Pacheco Ltd","Williamsport","HI",3.6,425,"community, prove, behavior","A"
"4317","b_4447","Ryan-Spencer","Ericmouth","NC",4.2,214,"though, determine, with","A"
"16208","b_16695","Henderson, Waller and Mcdaniel","East Thomas","IN",3.7,442,"pick, either","B"
"18969","b_19549","Wright, Perez and Simmons","New Phillipland","MO",4,251,"ago, author","B"
"9120","b_9395","Phillips, Cruz and Ramirez","New David","VA",1,96,"house, kind","B"
"13792","b_14217","Romero Group","South Jason","MN",1.6,499,"clearly, effect","B"
"7803","b_8037","Wilson-Watson","Smithburgh","SD",4.4,244,"really","A"
"13853","b_14281","Thomas, Edwards and Watson","Kathymouth","ID",3.5,187,"somebody, manage","A"
"7094","b_7305","Rhodes Ltd","North Kimville","DC",4.7,128,"center, civil","A"
"9646","b_9937","Lam Ltd","South Susanborough","WA",3.7,204,"full, it","B"
"12406","b_12772","Jones Inc","Lake Theresaside","VA",1.7,406,"wide, pay, their","A"
"7303","b_7520","Kennedy LLC","Ricemouth","DC",2.5,336,"indicate, face","B"
"11581","b_11925","Anderson-Johnson","Stanleyville","CO",4.5,111,"imagine","A"
"14294","b_14734","Norman and Sons","Stacyfort","WV",3.2,232,"make, audience","A"
"3580","b_3695","Jones Group","South Renee","IA",1.1,216,"reflect, rich","A"
"12411","b_12777","Bell-Bush","New Virginiamouth","SD",4.7,242,"ask, old, remember","A"
"16106","b_16589","Perez and Sons","West Sarah","ND",2.5,319,"court, month","A"
"15295","b_15758","Hayes LLC","North Alyssachester","GA",1.5,435,"","A"
"2405","b_2478","Brennan-Price","New Travishaven","MI",1.5,364,"about, various","B"
"164","b_170","Fisher-Douglas","Port Susanberg","",3.7,486,"know","B"
"18988","b_19569","Tucker LLC","Lake Amymouth","UT",3.4,468,"themselves","A"
"864","b_893","Holland, Frazier and Gould","Williamton","WA",2.6,302,"positive",""
"3844","b_3963","Hoffman Inc","Lake April","PA",3.3,213,"positive, night, cause","B"
"14992","b_15448","Richardson Group","East Jessica","NM",2.8,360,"believe, may, old","A"
"7425","b_7645","Rogers, Williams and Fox","Norrismouth","IN",3.8,382,"bag, far, doctor","B"
"3051","b_3148","Foster Ltd","Bryantfurt","CO",4.1,11,"push, eat","B"
"16127","b_16610","Baker Group","Suarezton","RI",2.4,299,"safe, treatment","B"
"14047","b_14480","Holland Group","West Douglas","CO",1.3,351,"heart, phone","B"
"8332","b_8579","Frazier Ltd","Lake Tiffanyberg","AR",1.2,223,"organization, machine","B"
"10321","b_10632","Harrison-Martinez","Lake Ruthfurt","RI",1.9,324,"poor, rise, follow","A"
"793","b_821","Harris Ltd","New Jennaborough","MT",1,360,"particularly, financial, world","A"
"4266","b_4395","Wells, Williams and Jones","Davidside","FL",4.4,124,"design","B"
"2592","b_2671","Tran, Dunn and Anderson","Perryberg","ND",2.6,261,"understand, billion","A"
"10657","b_10976","Bradford, Ross and Hanson","Nicholsshire","IL",4.8,126,"heavy, well, science","A"
"17142","b_17658","Morris LLC","Hallton","IA",1.3,115,"season","A"
"8238","b_8484","Phelps-Henderson","North Stephanie","NH",3.9,62,"stay, rate","A"
"3048","b_3145","Hines, Reyes and Hall","North Juan","MS",2.5,366,"box, newspaper, within","B"
"13114","b_13507","Fletcher PLC","East Devinhaven","MA",4.2,494,"behavior, agent, player","B"
"18797","b_19370","Bush-Oliver","Lake Jeremystad","DC",1.2,117,"development","B"
"10007","b_10311","George, Bauer and Richmond","Taraburgh","ND",2.1,131,"west, deep","B"
"16975","b_17482","Bowman-Miles","Barberview","VT",3.8,220,"campaign, they","B"
"11090","b_11421","Fitzpatrick, Harper and Odonnell","South Edwinfort","LA",2,474,"everything, fish, southern","B"
"9605","b_9894","Schmitt-Arnold","East Meganport","TX",3.9,81,"police, tell, door","B"
"8204","b_8449","Nguyen PLC","East Sharonborough","DE",4.1,120,"kind","B"
"12748","b_13126","Nelson Group","Port Christopherport","VA",1.7,493,"often, star","B"
"17256","b_17777","Murphy, Dean and Park","Julieside","MD",1.1,409,"partner, really","B"
"5305","b_5465","","Staceyside","CT",3,265,"material, always","A"
"4340","b_4470","Higgins Group","Port Ravenshire","CA",4.6,41,"deep","B"
"15625","b_16098","Johnson, Parks and Gutierrez","North Andrew","VA",2.9,318,"item, very, eight","A"
"18625","b_19192","Davis, Tran and Walker","Port Sarah","MA",3.2,436,"chance","B"
"6733","b_6928","Benson LLC","New Oscarberg","WV",3.8,288,"several, religious, heart","A"
"11337","b_11674","Mitchell, Nelson and Bailey","Susanton","RI",1.1,161,"security","A"
