"","business_id","name","city","state","stars","review_count","categories","business_group"
"9987","b_10291","Lee, Hale and Rich","Thomasland","TN",1,159,"manage, on","B"
"9988","b_10292","","South Thomasview","",2.3,37,"continue, billion, court","B"
"9991","b_10295","Taylor, Knight and Baker","West Timothyland","VT",4.9,315,"keep","B"
"9992","b_10296","Nguyen Group","Barbarabury","VT",4.5,367,"should, eye","B"
"9995","b_10299","Arnold, Ward and Lopez","New Patriciaside","IA",4.4,172,"travel, hospital","B"
"9996","b_10300","Wood-Robinson","North Steventon","CA",4.6,413,"opportunity, probably","A"
"9997","b_10301","Murray-Anderson","Port Lisafurt","SD",4.3,428,"spend, rule","A"
"10000","b_10304","Miller, Perez and Thompson","Michellemouth","TX",2,139,"father","B"
"10001","b_10305","Perez, Warren and Bolton","East Malikton","OK",3.9,381,"ability, blue, spend","A"
"10003","b_10307","Robertson LLC","","NE",1.9,155,"policy, face",""
"10005","b_10309","","Port Jasmine","FL",2.2,371,"good, media, property","A"
"10006","b_10310","Lopez-Johnson","East Oliviamouth","WI",4.9,321,"culture, card, able","A"
"10008","b_10312","Lamb, Joseph and Elliott","Port Tara","CT",4.8,201,"rather","B"
"10009","b_10313","Kennedy Group","Stewartshire","NH",1.2,254,"debate, quite","B"
"10010","b_10314","Hill-Diaz","Eriktown","ID",3.8,486,"enter, if, simple","B"
"10012","b_10316","Jones, Moreno and Anderson","Port Carl","DE",2.9,388,"hot, tree","B"
"10013","b_10317","Watson Ltd","Nguyentown","AR",1.9,445,"citizen, project","B"
"10014","b_10318","Marsh, Santiago and Golden","West Paulside","KY",3.8,259,"politics, grow, fill","A"
"10015","b_10319","Robbins, Gonzalez and Simmons","Port Matthewfort","MN",1.8,31,"truth, table, standard","B"
"10018","b_10322","Griffith, Curtis and Holt","Jonathonhaven","DE",4.8,247,"work, trouble","B"
"10019","b_10323","Perry-Combs","Sydneyland","RI",1.1,403,"bit","B"
"10027","b_10331","Cruz-Green","Pamelahaven","KY",3.3,347,"deal, thank","A"
"10028","b_10332","Walker, Brown and Leblanc","South Manuel","WA",1.4,489,"yet","A"
"10029","b_10333","Perez Inc","Webermouth","WY",3.8,421,"there","B"
"10030","b_10334","Gutierrez-Padilla","Kennethmouth","MO",1.7,51,"history","A"
"10031","b_10335","White-Simmons","South Karlafurt","KS",4.1,83,"over","A"
"10032","b_10336","Short Inc","Audreytown","DE",2,306,"audience, bad, vote","B"
"10033","b_10337","Harper-Ramirez","Port Cheryl","MT",2.7,328,"budget, evidence","B"
"10034","b_10338","","New Paula","ID",2.4,31,"respond","B"
"10035","b_10339","Nelson Ltd","Thomasbury","SD",4.4,229,"individual, heavy","B"
"10036","b_10340","Poole LLC","Port Robert","WA",1.5,88,"draw, remember","B"
"10037","b_10341","Jenkins Group","Valenciashire","TN",3.3,244,"line, camera","B"
"10038","b_10342","Nelson LLC","Lake Lee","AZ",1.6,166,"explain","B"
"10040","b_10344","Marquez-Lopez","Richardborough","AR",4.6,123,"material, city, third","B"
"10041","b_10345","Mitchell, Ayers and Lee","Kaitlynfort","ID",2.7,299,"marriage","B"
"10043","b_10347","Green-Mcfarland","Atkinsonview","NY",4.7,139,"deal, we","B"
"10044","b_10348","Fisher, Woodard and Stanton","West Pamela","MA",3.1,419,"response, his","B"
"10049","b_10353","Lewis Inc","Lake James","NM",4.3,390,"eat, pressure, degree","A"
"10050","b_10354","Wright-Leonard","South Alexisfort","MI",2.7,29,"fund","B"
"10051","b_10355","Gonzales-Hamilton","Susanmouth","OH",1.3,170,"quickly","A"
"10053","b_10357","Harper-Pierce","Perkinsburgh","OR",2.5,381,"focus, hand","A"
"10054","b_10358","Scott, Baker and Gates","Adamport","KY",1.4,103,"item","B"
"10055","b_10359","Morgan Group","Lake Breannaville","LA",3.5,91,"general, lot, that","A"
"10059","b_10363","Preston, Rojas and Davis","Jeffreyfort","HI",4.5,269,"manager","A"
"10066","b_10371","Murray, Roberts and Johnson","Nguyenview","IA",4.6,127,"bag","B"
"10068","b_10373","King Ltd","Pachecoport","IL",2.9,321,"hard, heavy, strong","A"
"10069","b_10374","Gomez-Hall","Lewisburgh","CO",5,177,"report, heart, focus","B"
"10072","b_10377","Rodgers PLC","Wallerchester","DE",3.1,371,"knowledge, ahead, continue","B"
"10073","b_10378","Gonzales, Cobb and Brown","Underwoodtown","GA",4.3,385,"record","B"
"10074","b_10379","Patel, Elliott and Cook","Mirandafort","AL",4.1,78,"level, themselves","B"
"10076","b_10381","Clements Ltd","Bowersfort","CA",3.8,244,"either","B"
"10077","b_10382","Mitchell-Mcdonald","East David","MI",2,51,"mission","A"
"10078","b_10383","Myers, Mcfarland and Davis","Rickyville","NE",4.4,108,"father, huge, information","A"
"10079","b_10384","Walls-Mcintosh","Allenchester","UT",4.6,479,"according, Republican, bed","A"
"10080","b_10385","Newton-Gutierrez","Carterfurt","GA",1.8,481,"son","B"
"10081","b_10386","","Lake Robin","TN",1.5,467,"reflect, suffer, weight","A"
"10082","b_10387","Mcbride, Mendez and Mcclure","Lake Jennaville","NH",4.9,139,"trial","B"
"10083","b_10388","Wilcox Group","New Jason","HI",4.5,37,"travel, level, mouth","B"
"10084","b_10389","Henry-Mack","Larryburgh","WA",4.6,242,"long","A"
"10086","b_10391","Rodriguez, Cooper and Hill","East Danahaven","TX",3.2,126,"thus, the, seat","A"
"10087","b_10392","Andersen-Chavez","Nicholasmouth","AL",3.6,410,"idea","A"
"10088","b_10393","Robinson, Miles and Williams","Sarahmouth","CO",3.2,335,"notice","B"
"10089","b_10394","Gay LLC","Sheilafort","CO",1.2,116,"of, our","B"
"10090","b_10395","Cantrell LLC","Snowshire","WA",4,388,"modern","B"
"10094","b_10399","Roberts, Olsen and Walker","Bryantfort","ND",3,169,"stage, run",""
"10095","b_10400","Johnson-Brennan","New Jason","NJ",1.7,13,"science, race, buy","B"
"10098","b_10403","Robinson Ltd","Hamptonmouth","PA",1.8,263,"teacher","A"
"10100","b_10405","Fowler-Dominguez","Port Annport","CA",1.6,257,"could, course, thank","B"
"10101","b_10406","Sanders, Thompson and Morgan","West Kathleen","UT",2.1,347,"authority, seem","A"
"10103","b_10408","Turner-Howe","Amandabury","SC",3.4,407,"senior","B"
"10104","b_10409","Haley-Love","","WV",1.6,79,"through","B"
"10105","b_10410","Johnson Ltd","East Stephanie","NC",4.2,212,"","B"
"10107","b_10412","Harvey, Myers and Williams","North Steve","MO",1.9,157,"that, result","A"
"10108","b_10413","Hansen-Jenkins","Port Veronicamouth","WY",2.2,230,"front","A"
"10109","b_10414","","Harveyview","FL",4.8,195,"ready","B"
"10110","b_10415","Marshall, Romero and Everett","New Debbiechester","WY",4.3,364,"during, arm","B"
"10112","b_10417","Ellison Inc","","OK",1.3,57,"get, nature","A"
"10114","b_10419","Giles Inc","North Erin","KS",3.2,305,"new","B"
"10117","b_10422","Harrington, Ramirez and Obrien","Haroldville","SD",3.4,181,"treat, assume","B"
"10118","b_10423","Roberts-Miller","Rossberg","NY",2.3,373,"ball, off, imagine","B"
"10120","b_10425","Perez Group","","OH",4.4,179,"most, attention","A"
"10122","b_10427","Cooper, Bryant and Diaz","South Tammyfurt","VT",4.4,436,"deep, whose, beautiful","B"
"10123","b_10428","Calhoun-Price","Marychester","AZ",1.4,52,"cell","B"
"10125","b_10430","Rollins-Chavez","Mullenton","WI",1.6,143,"compare, choose, hear","A"
"10126","b_10431","Wallace and Sons","West Lynnmouth","TX",1.3,358,"sure, peace","A"
"10129","b_10434","Campbell Ltd","East Harrychester","WI",4.6,95,"nature, reality","A"
"10130","b_10435","Dickerson, Parker and Williams","North Heatherport","TX",2.5,260,"set, final","A"
"10131","b_10436","Hall-Cruz","East Pamelaburgh","FL",2.1,274,"debate, glass","A"
"10135","b_10440","Butler-Williams","Josephborough","KY",3.8,470,"home, treatment","B"
"10136","b_10441","Garner-Jones","Weberside","ND",4,127,"property","B"
"10139","b_10444","Harris, Davila and White","Jonathanton","IL",2.1,265,"customer","B"
"10140","b_10445","Brown-Carpenter","East Jameshaven","RI",3.9,254,"like, growth, always","A"
"10141","b_10446","Hodges, Martinez and Baker","West Danaton","OH",2.6,162,"weight, together, address","A"
"10142","b_10447","Dean, Morgan and Jenkins","Martinezmouth","IL",3.7,106,"believe","A"
"10143","b_10448","Harvey Ltd","Rodriguezside","KS",2.9,467,"detail","A"
"10144","b_10449","Pena Ltd","Woodstad","SD",5,195,"worker, grow","A"
"10149","b_10454","Sellers-Patel","Lake Ryanview","WA",4.3,456,"yet","A"
"10151","b_10456","Wolfe, Lewis and Valdez","","NJ",2,122,"","A"
"10152","b_10457","Johnson, Perry and Miller","South Regina","ND",2.5,344,"write, sort, can","A"
"10153","b_10458","French, Sanders and Moore","Josephmouth","IA",1.1,38,"group, wide, crime","B"
"10155","b_10460","Taylor, Hernandez and Church","Nelsonfort","OH",3,468,"","B"
"10157","b_10462","Gray Inc","Port Madison","WY",4.9,235,"feeling, front, everything","B"
"10159","b_10464","Dominguez and Sons","West Henry","SC",1.6,370,"rise, admit, care","A"
"10160","b_10465","Schaefer-Benson","","KS",2.5,28,"half, agent, heavy","B"
"10161","b_10466","Smith LLC","East Tanyaberg","NE",2.7,331,"activity, into","A"
"10162","b_10467","Taylor-Patrick","Sarahbury","WY",2.4,121,"reduce, begin","B"
"10163","b_10468","Rose PLC","West Toddview","RI",4.2,221,"water, pay",""
"10165","b_10470","Gray-Moore","Courtneychester","ME",3.3,445,"resource, raise, current","A"
"10166","b_10471","Kaufman, Hoffman and Fleming","New Walter","AL",4.4,168,"take, local, resource","B"
"10170","b_10475","Johnson Ltd","Juliemouth","WY",2.7,102,"","B"
"10172","b_10477","Gilbert and Sons","Collinsshire","IA",1.2,167,"front","A"
"10173","b_10478","Mclaughlin Group","South Michelleview","WI",2.9,150,"include, total","A"
"10174","b_10479","Riley and Sons","East Carolynfurt","GA",2.4,408,"evidence, small, stay",""
"10175","b_10480","Jones-Scott","Wallerstad","AZ",2,413,"draw, meet, cause","B"
"10176","b_10481","Hernandez, Martin and Gutierrez","South Damon","TN",3.8,427,"decision","B"
"10177","b_10482","Rogers-Gates","Shannonberg","NH",4.1,229,"follow, computer, way",""
"10178","b_10483","Cannon, Bond and Lee","Lake Reginald","FL",2,413,"third, discuss","A"
"10181","b_10486","Moody, Myers and Mitchell","North Ashleymouth","NC",1,164,"break","A"
"10182","b_10487","Charles, Pace and Thompson","Sarahberg","NY",4.7,423,"think, sing, possible","A"
"10184","b_10489","Navarro-Watson","Patriciaberg","ND",2.3,242,"someone, black, field","A"
"10186","b_10491","Thompson, Johnson and Barker","Port Cherylland","NC",1,202,"style, turn","A"
"10187","b_10492","Beasley and Sons","Johnsonberg","GA",1.9,108,"fine, reason, actually","B"
"10190","b_10495","Acevedo PLC","Manuelberg","IN",1.7,116,"crime, suggest",""
"10192","b_10497","Lopez-Mckenzie","Port Daleview","PA",3.4,290,"","A"
"10193","b_10498","Frost, Turner and Mckenzie","Port Nichole","OR",2.2,497,"go","A"
"10197","b_10502","Hernandez, Dixon and Luna","Abigailbury","",4,359,"expect, after","B"
"10198","b_10503","Knapp-Hanson","Abigailside","NJ",2.3,325,"mouth, represent, above","B"
"10199","b_10504","Jenkins-Rice","New Belinda","PA",4.2,214,"build, maintain, be","B"
"10200","b_10505","Herman, Harris and Wilson","Melodyfurt","NC",2.7,440,"carry, pressure, nation","A"
"10201","b_10506","Ramos-Green","Walkerhaven","IL",2.8,418,"today","B"
"10202","b_10507","Alexander-Frederick","","VT",3.1,34,"organization, voice, name","A"
"10205","b_10510","Meza, Brady and Spencer","Mitchellbury","IN",1.5,132,"hear","B"
"10207","b_10512","Gonzalez-Singh","North Ericmouth","PA",2.3,20,"join, answer, crime","A"
"10208","b_10513","Keller, Melendez and Jennings","Ellisview","WI",2.8,275,"increase, next, under","B"
"10209","b_10514","Nelson, Shaffer and Miller","Sandraside","MT",3.6,90,"morning, often","A"
"10210","b_10515","Holloway, Nelson and Robinson","Sullivantown","PA",3,453,"material, certain, religious","A"
"10211","b_10516","","North Jesseland","WY",3.5,319,"interview, challenge","A"
"10212","b_10517","Smith, Hancock and Prince","","WA",3.2,118,"indicate, leader, music","B"
"10213","b_10518","Friedman, Schwartz and Daniel","New Misty","CT",4,217,"make","A"
"10214","b_10519","Brown-Larson","New Ryan","",3.8,328,"house","A"
"10217","b_10522","Smith-Hale","West Philipchester","AL",4.5,270,"kind, executive, billion","B"
"10218","b_10523","Carter, Scott and Stafford","Lake Toddstad","TX",2.7,306,"office, player","B"
"10219","b_10524","Fox-Boyle","North Josephland","WI",2.7,383,"their","B"
"10221","b_10526","Fernandez, Lewis and Day","South Mariamouth","MO",3.3,193,"two, economy, term","A"
"10224","b_10529","Carr and Sons","Kevinburgh","NM",1.1,333,"kind","B"
"10225","b_10530","Graham-Armstrong","Lovemouth","",4,370,"physical, find, stuff","A"
"10226","b_10531","Pearson PLC","New Amandafort","AK",4,441,"miss","A"
"10229","b_10534","Wright, Smith and Williams","Erikafurt","MN",3.4,471,"reach, participant, admit","A"
"10230","b_10535","Cook-Bishop","West Kelly","KS",2.7,368,"when, serious, story","B"
"10234","b_10539","Ramirez, Brown and Carter","Lake Shaneshire","FL",2.9,261,"exactly, late, situation","A"
"10236","b_10541","Wright, Garcia and Lopez","Dawnstad","MO",3.4,112,"career, benefit","A"
"10237","b_10542","Lee LLC","Williamsonport","VT",4,497,"not, eight","B"
"10238","b_10543","Mcpherson, Hunter and Burch","Jamieville","AZ",4.1,202,"box, figure, again","B"
"10240","b_10546","Gonzalez-Austin","Port Adam","MT",4.8,380,"ago, language","B"
"10241","b_10547","Townsend, Haas and Zuniga","Ryanburgh","MD",4.5,95,"reality, room","B"
"10244","b_10550","Peterson-Anderson","Lake Patrick","AL",2.7,135,"","A"
"10246","b_10552","Young, Wiggins and Allen","","SD",3.3,357,"require, fear, knowledge","A"
"10247","b_10553","Thompson PLC","Lake Jerry","TX",3.3,222,"cover, sign, fill","A"
"10248","b_10554","Sanchez LLC","Port Carolhaven","MO",4,328,"enter, region, particular","B"
"10256","b_10562","Williams-Edwards","Connermouth","NC",1.4,240,"write, ok, pretty","B"
"10259","b_10565","Gutierrez PLC","Amandatown","CA",3.8,234,"impact","B"
"10260","b_10566","Smith, Johnson and Russell","Austinfurt","SC",4.4,322,"face, cup, push",""
"10261","b_10567","Salazar, Zuniga and Thomas","Eduardoport","ND",2.7,116,"treat, ok","B"
"10263","b_10569","Huerta, Acevedo and Cantrell","Josephstad","SC",3.4,230,"test, society, serve","A"
"10264","b_10570","Freeman Inc","Frankborough","MT",3.5,104,"western","A"
"10266","b_10572","Schmitt Ltd","South Jacobville","MT",2.2,251,"money, former","B"
"10267","b_10574","Hull-Roberts","Courtneyhaven","AL",4.6,340,"while, either, movie","B"
"10271","b_10578","Kim, Martin and Taylor","Matthewborough","",1.5,13,"man","B"
"10274","b_10581","Carrillo PLC","South Todd","AK",5,262,"word, military","B"
"10275","b_10582","Shepherd, Adams and Archer","East Patrick","HI",2.9,172,"around, very","A"
"10277","b_10584","Mccoy, Henson and Sullivan","Roberthaven","NJ",3.1,398,"recognize","B"
"10278","b_10585","Grimes Inc","Philipfort","MA",2.3,305,"respond","B"
"10279","b_10586","Erickson and Sons","New Danielfurt","WV",1.3,28,"cultural, order","B"
"10282","b_10590","Hickman-Walsh","North George","CO",4.1,13,"second, side","A"
"10283","b_10591","Maldonado Group","East Jasonland","UT",3.5,137,"arm","A"
"10284","b_10592","Gibson-Richardson","Owensberg","DC",2.6,196,"card, soon","B"
"10285","b_10593","Williams PLC","East James","NJ",2,155,"guess, between, church",""
"10286","b_10594","Waters-Perez","East Josephside","MD",4.4,161,"nor, mission, bag","A"
"10289","b_10597","Joyce, Butler and Mason","Port Zacharystad","MT",3.4,40,"cup, official, quite","A"
"10290","b_10598","Lopez, Clark and Meyer","Sanchezton","AL",1.4,323,"land, every, report","B"
"10291","b_10599","May, Ross and Page","Annefurt","MI",2.9,37,"fund, assume","A"
"10292","b_10600","Wells, Paul and Ellison","West Michellemouth","MO",1.8,146,"herself, food","A"
"10293","b_10601","Johnson and Sons","Harperland","NY",1.8,438,"heart, economy, reduce","A"
"10294","b_10602","Beltran Inc","Lake Rachelland","GA",3.6,99,"particularly, ready","A"
"10295","b_10603","Flores Group","Staceystad","ND",4.6,58,"voice, lawyer, feel","B"
"10296","b_10604","Barnes, Mitchell and Clark","Cummingsville","MN",2.6,376,"difficult, move","A"
"10297","b_10605","Wang-Harvey","New Rachel","MN",1.8,267,"happy, fall","B"
"10298","b_10606","Hughes LLC","North Matthew","NC",3.6,15,"radio, reflect, much","A"
"10299","b_10607","Dodson Ltd","Lake Williambury","AR",4.5,38,"various, go","A"
"10301","b_10610","Wright, Moore and Mcmahon","Lake Robertton","MT",3.1,272,"key","A"
"10302","b_10611","Anderson Ltd","Port Madisonmouth","VA",4,43,"turn","A"
"10304","b_10613","Francis-Wilson","East Jennifer","AZ",2.4,246,"concern","B"
"10306","b_10615","Thompson, Hamilton and Phillips","North Amanda","LA",3,377,"property, fall, without","A"
"10307","b_10616","Donovan, Johnson and Williams","Victorside","CO",4.7,498,"","B"
"10309","b_10619","Golden-Smith","Port Kimberlyport","CA",1.7,184,"member, view, blue","B"
"10310","b_10620","Preston-Lawson","Blankenshipberg","NE",2.4,223,"budget, strong, national","B"
"10317","b_10628","Hart-Knight","Judithside","AZ",1.8,412,"tree","A"
"10318","b_10629","Clark-Taylor","Wolfehaven","WY",3.1,267,"its, name, best","B"
"10319","b_10630","Mcconnell LLC","Port Sheila","WV",3.2,357,"back, lead","B"
"10320","b_10631","James and Sons","East Katieshire","AZ",4,198,"participant",""
"10323","b_10634","Gutierrez Inc","West Sara","IA",2.5,479,"price","B"
"10325","b_10636","Jones LLC","East Julia","AL",2.8,248,"window, PM","A"
"10327","b_10638","Martinez, Diaz and Hudson","East Joshua","VT",4,79,"there, feeling","B"
"10328","b_10640","Faulkner, Knapp and Allen","Austinport","CO",3.3,261,"other, meet, newspaper","A"
"10330","b_10642","Smith Inc","New Angelaton","WA",2.9,202,"rather","A"
"10331","b_10643","Ward, Melendez and Serrano","Michaelland","MD",4.8,34,"on, thing","B"
"10332","b_10644","Walker, Miller and Davis","","AK",1.9,79,"available, responsibility","A"
"10335","b_10647","Miller PLC","Mcgrathmouth","TX",4.4,328,"center, trip","A"
"10336","b_10648","Leach, Marsh and Scott","Tracyberg","SC",5,228,"some, someone","B"
"10337","b_10649","Nguyen-Lopez","Hansonstad","AZ",3.7,58,"while","A"
"10338","b_10650","Jones Group","South Angela","WI",4.7,388,"great","B"
"10339","b_10651","Hill, Johnson and Mills","","OH",4.3,389,"five","A"
"10340","b_10652","Adams Group","Townsendbury","OR",4.4,203,"be, treat, give","B"
"10341","b_10653","Smith-Rogers","Aaronside","SC",3.3,49,"Mrs, sell","B"
"10342","b_10654","Rice, Morgan and Jones","Lake Jamie","ID",2.5,94,"meet","A"
"10344","b_10656","Garza, Vega and Gibson","Allenchester","NM",2.7,459,"send, continue","B"
"10346","b_10658","Mcmahon Inc","Brownshire","RI",2.8,13,"let","B"
"10347","b_10659","Hernandez-Martinez","South Christopherfort","NM",3.3,299,"often, shake, bed","B"
"10348","b_10660","West and Sons","South Diane","NM",2.9,256,"adult, those","B"
"10350","b_10662","Cooke-Evans","Stephenville","NY",4.5,235,"well","B"
"10352","b_10664","Reyes-Randolph","Stoneberg","",3.4,247,"director, show","A"
"10354","b_10666","Dixon-Duarte","Waltonshire","AR",1,112,"lose","B"
"10356","b_10668","Cooke, Smith and Schaefer","","WI",3.8,470,"add, rise","B"
"10359","b_10671","Gutierrez LLC","New Jamesberg","AK",1.9,181,"","B"
"10360","b_10672","Johnson-Farrell","Gabriellaland","MA",1.8,15,"","A"
"10362","b_10674","","Wilsonland","VT",1.1,294,"attack, find","B"
"10363","b_10675","Cook, Griffith and Castillo","Rosalesstad","PA",4.1,234,"phone, decision","A"
"10364","b_10676","Wilson, Young and Simmons","South Johnhaven","AK",4.5,62,"force, Congress, close","A"
"10366","b_10678","Osborne-Choi","Hoffmanbury","SD",1.8,68,"eight","B"
"10368","b_10680","Brock-Stevens","New Reginaldburgh","GA",2.9,255,"back, election, responsibility","B"
"10369","b_10681","Torres-Miller","Joshuaton","",4.8,16,"worry, big, author","A"
"10371","b_10683","Russell PLC","Smithstad","MN",3.9,425,"put, play","B"
"10372","b_10684","Williams, Williams and Haynes","New Hannahberg","NH",2.8,87,"benefit, south, say","A"
"10377","b_10690","Bradley, Richardson and Jones","Christineside","NJ",3.9,292,"a, growth, list","B"
"10381","b_10695","Perez, Walker and Smith","South Roy","WY",4.2,224,"magazine","A"
"10382","b_10696","Hall-Wyatt","New Nathan","RI",4.9,391,"owner, put","A"
"10384","b_10698","Benjamin Inc","South Joshuaberg","MS",3.9,414,"together, reason, phone","A"
"10385","b_10699","Hernandez PLC","Burkehaven","IA",2.5,181,"successful","B"
"10386","b_10700","Morris-Stafford","South Danielle","IL",1.7,230,"today, debate, operation","B"
"10387","b_10701","Bruce-Wagner","North Oscarbury","MO",2.8,394,"","A"
"10389","b_10703","Cantrell Ltd","Marytown","CO",4.9,356,"tax, quite","B"
"10392","b_10706","Hughes, Gray and Stone","East Megan","IA",3.5,71,"hundred","A"
"10394","b_10708","Watson-Keith","South Barbara","WY",3.6,228,"","A"
"10396","b_10711","Douglas-Huang","Michaelmouth","NJ",2.1,121,"where, PM, clear","B"
"10397","b_10712","Burke, Jones and Wiley","New William","",4.8,216,"history, a","A"
"10398","b_10713","Wilson, Henderson and Howard","Williamsshire","CA",4,497,"believe, team, north","B"
"10399","b_10714","Mccormick-Gonzalez","East Olivia","VT",4.9,476,"reveal, high, particularly","B"
"10400","b_10715","Taylor PLC","South Oscartown","SC",1.2,376,"put","B"
"10401","b_10716","Walker, Morris and Higgins","Port Haleyfurt","AZ",2.1,315,"candidate, fish, significant","B"
"10404","b_10719","Reyes, Martin and Stokes","Nicholeville","WY",2,42,"ever","B"
"10406","b_10721","Rose-Fernandez","Port Jacktown","OR",1.9,224,"first, sell, would","A"
"10407","b_10722","Thomas-Wilson","Sawyerberg","TN",3,21,"appear, example, ok",""
"10411","b_10726","Robinson and Sons","South Hannahtown","KS",2.5,151,"necessary","A"
"10412","b_10727","Sutton LLC","Lake Thomas","ME",2.8,299,"us, reveal","A"
"10414","b_10729","Arellano Group","North Larryside","ID",3.5,350,"might","B"
"10415","b_10730","Hammond, Hicks and Pruitt","Wilkinsonhaven","DE",2.5,201,"blue","B"
"10416","b_10731","Gordon LLC","Sotoshire","AK",4.4,416,"economy, available, agreement","A"
"10418","b_10733","Fritz, Donaldson and Clark","Maysport","TX",3.4,315,"picture","A"
"10419","b_10734","Lee, Baker and Garcia","Gibsonburgh","MI",2.5,407,"speak","B"
"10420","b_10735","Jackson, Gutierrez and Collier","Annetteside","AL",1.8,478,"year, discover","A"
"10425","b_10741","Cruz-Shannon","Kathleenfurt","DE",4.1,270,"modern","B"
"10426","b_10742","Turner, Moore and Leonard","New Williamburgh","WY",1.9,75,"structure, significant, mind","A"
"10428","b_10744","Lopez and Sons","North Matthewville","NM",2.8,79,"material, thing","A"
"10429","b_10745","Peters, Robinson and Peterson","South Michellemouth","TN",3.3,373,"quality, society","B"
"10430","b_10746","Johnson-Jackson","West Ralph","IL",4.5,11,"child, choice, memory","A"
"10431","b_10747","Gonzalez Group","East Monica","WV",4.5,38,"sign",""
"10432","b_10748","Cook-Hester","West Paige","SC",2.8,265,"responsibility, effect","A"
"10435","b_10751","Blackburn PLC","Whiteshire","CT",3.4,393,"kind, such","B"
"10438","b_10754","Hawkins-Gutierrez","Scottland","MN",1.6,201,"expect","A"
"10440","b_10756","Eaton-Robertson","Bellside","MN",1.7,362,"with, good","A"
"10442","b_10758","Bell, Schwartz and Campbell","Lake Karenview","LA",2.4,308,"scientist, us","B"
"10444","b_10760","Fields PLC","New Jessicamouth","RI",1.2,436,"some","B"
"10447","b_10763","Bishop-Cruz","West Steventown","ID",1.9,213,"attack","B"
"10448","b_10764","Ray, Sanders and Turner","Courtneystad","DC",4.2,254,"technology, sing","B"
"10449","b_10765","Dawson, Fletcher and Vasquez","Kimberlyburgh","OH",3.5,40,"family","A"
"10450","b_10766","Wagner-Shepard","West Maryberg","ME",3.4,341,"partner","A"
"10451","b_10767","Austin, Powell and Benton","Barnesfort","HI",2.4,467,"child, certainly","A"
"10453","b_10769","","Port Benjamin","OR",3.4,420,"writer","A"
"10454","b_10770","Lindsey LLC","North Catherineton","DE",2.9,61,"course, event","A"
"10455","b_10771","Wolfe LLC","Johnberg","ID",3.8,393,"create, better","B"
"10457","b_10773","Gonzalez, Jackson and Frazier","West Sandra","ME",1.8,272,"science","A"
"10460","b_10776","Massey Ltd","Smithmouth","NV",2.2,426,"same, cup","A"
"10461","b_10777","","Brownfort","MS",4,484,"interest","B"
"10462","b_10778","Duarte Ltd","New Meganburgh","AR",4.2,401,"question","B"
"10465","b_10781","Allen LLC","West Charles","NE",3,465,"direction, drive","B"
"10471","b_10787","Mcintyre, Blake and Rodriguez","Catherineborough","FL",1,198,"call, reason","B"
"10472","b_10788","James-Mills","North Sarah","WI",3.9,92,"in, life","A"
"10473","b_10789","Gray Ltd","Dustinshire","IL",2.4,360,"again, herself","B"
"10475","b_10791","Owens Inc","Lawrencemouth","AK",2.4,292,"career","B"
"10476","b_10792","Wong Group","Randallmouth","CT",4.3,133,"explain","A"
"10477","b_10793","Morgan Ltd","North Paul","WV",1.5,166,"similar","B"
"10478","b_10794","Wolf PLC","Lorihaven","MS",1.7,96,"religious, dog, likely","B"
"10479","b_10795","Bass, Doyle and Cain","Port Denise","ME",2.4,157,"attorney, more, only",""
"10480","b_10796","Daniel-Montgomery","Allenhaven","NM",2.6,79,"PM","A"
"10482","b_10798","Miranda, Norton and Turner","Lewisborough","MO",4.1,379,"close, relationship, exist","A"
"10484","b_10800","Ramirez-Silva","Rowlandmouth","HI",2.4,123,"","A"
"10486","b_10802","Smith-Bradford","Taylormouth","NM",1.3,243,"upon, character","B"
"10487","b_10803","Wright, Kelly and Ramos","Hollowaystad","OK",4.8,176,"matter","B"
"10488","b_10804","Rodriguez and Sons","Blanchardborough","AL",4.9,108,"economic, picture","A"
"10489","b_10805","Mills, Miller and Hernandez","Port Kenneth","DC",1.4,133,"friend, yourself","A"
"10492","b_10808","Crawford Inc","West Michael","IA",4.1,391,"true","B"
"10493","b_10809","Jacobs-Horn","Ronaldport","AZ",3.4,333,"name, physical","A"
"10494","b_10810","Jones and Sons","East Austinmouth","MA",3.6,296,"five","B"
"10495","b_10811","Ramirez-Lewis","Michaelberg","",4,115,"thank, money","B"
"10496","b_10812","Stanley, Ryan and Duarte","Kristenport","IA",1.5,303,"bad, power, trouble","A"
"10497","b_10813","White, Rivera and Day","Davisside","HI",4.3,490,"certainly","B"
"10500","b_10816","Lopez Ltd","New Dianafort","DC",4.6,37,"offer, stop, himself","A"
"10501","b_10817","Sanchez-Miller","East Jakebury","AZ",3.8,280,"sea, us, theory","A"
"10502","b_10818","Blair, Hunt and Solis","North Markbury","VA",1.8,232,"station, you, plant","B"
"10505","b_10821","Boyd Ltd","Port Johnton","IN",1.2,143,"","A"
"10506","b_10822","Johnson, Austin and Martinez","East Davidside","LA",4.8,38,"evening, pretty, performance","B"
"10510","b_10826","Rivera Group","Baileybury","DE",1.1,49,"example, on","B"
"10512","b_10828","Cole LLC","North Cynthia","UT",4.4,406,"material","B"
"10513","b_10829","","Jonathanstad","WA",3.1,71,"large, if, sport","A"
"10515","b_10831","","Port Christine","IA",1.5,222,"big","A"
"10516","b_10832","Wright Group","Amandaside","NJ",2.5,125,"soon","A"
